tile_name,zone,imagery_path,mask_path
19_373935_215128,General,data/raw/imagery/19_373935_215128.png,data/processed/masks/19_373935_215128.png
19_373965_215065,Sector 22,data/raw/imagery/19_373965_215065.png,data/processed/masks/19_373965_215065.png
19_373986_215048,Sector 7-8,data/raw/imagery/19_373986_215048.png,data/processed/masks/19_373986_215048.png
19_373960_215038,Sector 7-8,data/raw/imagery/19_373960_215038.png,data/processed/masks/19_373960_215038.png
19_374027_215156,General,data/raw/imagery/19_374027_215156.png,data/processed/masks/19_374027_215156.png
19_373958_215035,Sector 7-8,data/raw/imagery/19_373958_215035.png,data/processed/masks/19_373958_215035.png
19_373978_215030,Sector 7-8,data/raw/imagery/19_373978_215030.png,data/processed/masks/19_373978_215030.png
19_373969_215078,Sector 22,data/raw/imagery/19_373969_215078.png,data/processed/masks/19_373969_215078.png
19_373962_215068,Sector 22,data/raw/imagery/19_373962_215068.png,data/processed/masks/19_373962_215068.png
19_373948_215063,Sector 22,data/raw/imagery/19_373948_215063.png,data/processed/masks/19_373948_215063.png
19_373951_215076,Sector 22,data/raw/imagery/19_373951_215076.png,data/processed/masks/19_373951_215076.png
19_373981_215049,Sector 7-8,data/raw/imagery/19_373981_215049.png,data/processed/masks/19_373981_215049.png
19_373983_215044,Sector 7-8,data/raw/imagery/19_373983_215044.png,data/processed/masks/19_373983_215044.png
19_373973_215031,Sector 7-8,data/raw/imagery/19_373973_215031.png,data/processed/masks/19_373973_215031.png
19_373927_215155,General,data/raw/imagery/19_373927_215155.png,data/processed/masks/19_373927_215155.png
19_373954_215069,Sector 22,data/raw/imagery/19_373954_215069.png,data/processed/masks/19_373954_215069.png
19_373957_215061,Sector 22,data/raw/imagery/19_373957_215061.png,data/processed/masks/19_373957_215061.png
19_373972_215066,Sector 22,data/raw/imagery/19_373972_215066.png,data/processed/masks/19_373972_215066.png
19_373969_215035,Sector 7-8,data/raw/imagery/19_373969_215035.png,data/processed/masks/19_373969_215035.png
19_373908_215125,General,data/raw/imagery/19_373908_215125.png,data/processed/masks/19_373908_215125.png
19_373970_215059,Sector 22,data/raw/imagery/19_373970_215059.png,data/processed/masks/19_373970_215059.png
19_373961_215034,Sector 7-8,data/raw/imagery/19_373961_215034.png,data/processed/masks/19_373961_215034.png
19_373958_215084,Sector 22,data/raw/imagery/19_373958_215084.png,data/processed/masks/19_373958_215084.png
19_373967_215077,Sector 22,data/raw/imagery/19_373967_215077.png,data/processed/masks/19_373967_215077.png
19_373959_215075,Sector 22,data/raw/imagery/19_373959_215075.png,data/processed/masks/19_373959_215075.png
19_373966_215074,Sector 22,data/raw/imagery/19_373966_215074.png,data/processed/masks/19_373966_215074.png
19_374083_215111,General,data/raw/imagery/19_374083_215111.png,data/processed/masks/19_374083_215111.png
19_373977_215076,Sector 22,data/raw/imagery/19_373977_215076.png,data/processed/masks/19_373977_215076.png
19_373977_215065,Sector 22,data/raw/imagery/19_373977_215065.png,data/processed/masks/19_373977_215065.png
19_373965_215071,Sector 22,data/raw/imagery/19_373965_215071.png,data/processed/masks/19_373965_215071.png
19_373960_215030,Sector 7-8,data/raw/imagery/19_373960_215030.png,data/processed/masks/19_373960_215030.png
19_373949_215060,Sector 22,data/raw/imagery/19_373949_215060.png,data/processed/masks/19_373949_215060.png
19_373970_215070,Sector 22,data/raw/imagery/19_373970_215070.png,data/processed/masks/19_373970_215070.png
19_373985_215040,Sector 7-8,data/raw/imagery/19_373985_215040.png,data/processed/masks/19_373985_215040.png
19_373961_215083,Sector 22,data/raw/imagery/19_373961_215083.png,data/processed/masks/19_373961_215083.png
19_373978_215049,Sector 7-8,data/raw/imagery/19_373978_215049.png,data/processed/masks/19_373978_215049.png
19_374002_214985,General,data/raw/imagery/19_374002_214985.png,data/processed/masks/19_374002_214985.png
19_373977_215047,Sector 7-8,data/raw/imagery/19_373977_215047.png,data/processed/masks/19_373977_215047.png
19_374039_215100,General,data/raw/imagery/19_374039_215100.png,data/processed/masks/19_374039_215100.png
19_373978_215028,Sector 7-8,data/raw/imagery/19_373978_215028.png,data/processed/masks/19_373978_215028.png
19_373967_215031,Sector 7-8,data/raw/imagery/19_373967_215031.png,data/processed/masks/19_373967_215031.png
19_373964_215079,Sector 22,data/raw/imagery/19_373964_215079.png,data/processed/masks/19_373964_215079.png
19_373961_215070,Sector 22,data/raw/imagery/19_373961_215070.png,data/processed/masks/19_373961_215070.png
19_373961_215044,Sector 7-8,data/raw/imagery/19_373961_215044.png,data/processed/masks/19_373961_215044.png
19_373969_215061,Sector 22,data/raw/imagery/19_373969_215061.png,data/processed/masks/19_373969_215061.png
19_373958_215075,Sector 22,data/raw/imagery/19_373958_215075.png,data/processed/masks/19_373958_215075.png
19_373972_215079,Sector 22,data/raw/imagery/19_373972_215079.png,data/processed/masks/19_373972_215079.png
19_373976_215031,Sector 7-8,data/raw/imagery/19_373976_215031.png,data/processed/masks/19_373976_215031.png
19_373980_215048,Sector 7-8,data/raw/imagery/19_373980_215048.png,data/processed/masks/19_373980_215048.png
19_373976_215030,Sector 7-8,data/raw/imagery/19_373976_215030.png,data/processed/masks/19_373976_215030.png
19_373984_215030,Sector 7-8,data/raw/imagery/19_373984_215030.png,data/processed/masks/19_373984_215030.png
19_373963_215079,Sector 22,data/raw/imagery/19_373963_215079.png,data/processed/masks/19_373963_215079.png
19_374056_215150,General,data/raw/imagery/19_374056_215150.png,data/processed/masks/19_374056_215150.png
19_373978_215029,Sector 7-8,data/raw/imagery/19_373978_215029.png,data/processed/masks/19_373978_215029.png
19_373961_215084,Sector 22,data/raw/imagery/19_373961_215084.png,data/processed/masks/19_373961_215084.png
19_373963_215073,Sector 22,data/raw/imagery/19_373963_215073.png,data/processed/masks/19_373963_215073.png
19_373962_215069,Sector 22,data/raw/imagery/19_373962_215069.png,data/processed/masks/19_373962_215069.png
19_373934_215140,General,data/raw/imagery/19_373934_215140.png,data/processed/masks/19_373934_215140.png
19_373964_215043,Sector 7-8,data/raw/imagery/19_373964_215043.png,data/processed/masks/19_373964_215043.png
19_373975_215033,Sector 7-8,data/raw/imagery/19_373975_215033.png,data/processed/masks/19_373975_215033.png
19_373971_215084,Sector 22,data/raw/imagery/19_373971_215084.png,data/processed/masks/19_373971_215084.png
19_373974_215077,Sector 22,data/raw/imagery/19_373974_215077.png,data/processed/masks/19_373974_215077.png
19_373965_215077,Sector 22,data/raw/imagery/19_373965_215077.png,data/processed/masks/19_373965_215077.png
19_373965_215081,Sector 22,data/raw/imagery/19_373965_215081.png,data/processed/masks/19_373965_215081.png
19_373954_215071,Sector 22,data/raw/imagery/19_373954_215071.png,data/processed/masks/19_373954_215071.png
19_373972_215073,Sector 22,data/raw/imagery/19_373972_215073.png,data/processed/masks/19_373972_215073.png
19_373955_215061,Sector 22,data/raw/imagery/19_373955_215061.png,data/processed/masks/19_373955_215061.png
19_373952_215066,Sector 22,data/raw/imagery/19_373952_215066.png,data/processed/masks/19_373952_215066.png
19_373923_215146,General,data/raw/imagery/19_373923_215146.png,data/processed/masks/19_373923_215146.png
19_373976_215041,Sector 7-8,data/raw/imagery/19_373976_215041.png,data/processed/masks/19_373976_215041.png
19_373953_215064,Sector 22,data/raw/imagery/19_373953_215064.png,data/processed/masks/19_373953_215064.png
19_373972_215083,Sector 22,data/raw/imagery/19_373972_215083.png,data/processed/masks/19_373972_215083.png
19_373957_215033,Sector 7-8,data/raw/imagery/19_373957_215033.png,data/processed/masks/19_373957_215033.png
19_373878_215107,General,data/raw/imagery/19_373878_215107.png,data/processed/masks/19_373878_215107.png
19_373949_215066,Sector 22,data/raw/imagery/19_373949_215066.png,data/processed/masks/19_373949_215066.png
19_373979_215030,Sector 7-8,data/raw/imagery/19_373979_215030.png,data/processed/masks/19_373979_215030.png
19_373970_215034,Sector 7-8,data/raw/imagery/19_373970_215034.png,data/processed/masks/19_373970_215034.png
19_373964_215081,Sector 22,data/raw/imagery/19_373964_215081.png,data/processed/masks/19_373964_215081.png
19_373972_215060,Sector 22,data/raw/imagery/19_373972_215060.png,data/processed/masks/19_373972_215060.png
19_373957_215067,Sector 22,data/raw/imagery/19_373957_215067.png,data/processed/masks/19_373957_215067.png
19_373974_215028,Sector 7-8,data/raw/imagery/19_373974_215028.png,data/processed/masks/19_373974_215028.png
19_373967_215028,Sector 7-8,data/raw/imagery/19_373967_215028.png,data/processed/masks/19_373967_215028.png
19_373957_215036,Sector 7-8,data/raw/imagery/19_373957_215036.png,data/processed/masks/19_373957_215036.png
19_373956_215082,Sector 22,data/raw/imagery/19_373956_215082.png,data/processed/masks/19_373956_215082.png
19_373964_215035,Sector 7-8,data/raw/imagery/19_373964_215035.png,data/processed/masks/19_373964_215035.png
19_373952_215074,Sector 22,data/raw/imagery/19_373952_215074.png,data/processed/masks/19_373952_215074.png
19_373979_214995,General,data/raw/imagery/19_373979_214995.png,data/processed/masks/19_373979_214995.png
19_373948_215066,Sector 22,data/raw/imagery/19_373948_215066.png,data/processed/masks/19_373948_215066.png
19_373960_215042,Sector 7-8,data/raw/imagery/19_373960_215042.png,data/processed/masks/19_373960_215042.png
19_373979_215052,Sector 7-8,data/raw/imagery/19_373979_215052.png,data/processed/masks/19_373979_215052.png
19_373958_215041,Sector 7-8,data/raw/imagery/19_373958_215041.png,data/processed/masks/19_373958_215041.png
19_373965_215040,Sector 7-8,data/raw/imagery/19_373965_215040.png,data/processed/masks/19_373965_215040.png
19_374036_215173,General,data/raw/imagery/19_374036_215173.png,data/processed/masks/19_374036_215173.png
19_373966_215063,Sector 22,data/raw/imagery/19_373966_215063.png,data/processed/masks/19_373966_215063.png
19_373970_215067,Sector 22,data/raw/imagery/19_373970_215067.png,data/processed/masks/19_373970_215067.png
19_373954_215072,Sector 22,data/raw/imagery/19_373954_215072.png,data/processed/masks/19_373954_215072.png
19_373974_215066,Sector 22,data/raw/imagery/19_373974_215066.png,data/processed/masks/19_373974_215066.png
19_373963_215044,Sector 7-8,data/raw/imagery/19_373963_215044.png,data/processed/masks/19_373963_215044.png
19_373977_215032,Sector 7-8,data/raw/imagery/19_373977_215032.png,data/processed/masks/19_373977_215032.png
19_373960_215034,Sector 7-8,data/raw/imagery/19_373960_215034.png,data/processed/masks/19_373960_215034.png
19_373989_215044,General,data/raw/imagery/19_373989_215044.png,data/processed/masks/19_373989_215044.png
19_373967_215081,Sector 22,data/raw/imagery/19_373967_215081.png,data/processed/masks/19_373967_215081.png
19_373975_215049,Sector 7-8,data/raw/imagery/19_373975_215049.png,data/processed/masks/19_373975_215049.png
19_373955_215082,Sector 22,data/raw/imagery/19_373955_215082.png,data/processed/masks/19_373955_215082.png
19_374047_215197,General,data/raw/imagery/19_374047_215197.png,data/processed/masks/19_374047_215197.png
19_373954_215079,Sector 22,data/raw/imagery/19_373954_215079.png,data/processed/masks/19_373954_215079.png
19_373976_215044,Sector 7-8,data/raw/imagery/19_373976_215044.png,data/processed/masks/19_373976_215044.png
19_373970_215083,Sector 22,data/raw/imagery/19_373970_215083.png,data/processed/masks/19_373970_215083.png
19_373966_215076,Sector 22,data/raw/imagery/19_373966_215076.png,data/processed/masks/19_373966_215076.png
19_373951_215083,Sector 22,data/raw/imagery/19_373951_215083.png,data/processed/masks/19_373951_215083.png
19_373974_215067,Sector 22,data/raw/imagery/19_373974_215067.png,data/processed/masks/19_373974_215067.png
19_373971_215041,Sector 7-8,data/raw/imagery/19_373971_215041.png,data/processed/masks/19_373971_215041.png
19_373977_215035,Sector 7-8,data/raw/imagery/19_373977_215035.png,data/processed/masks/19_373977_215035.png
19_373955_215066,Sector 22,data/raw/imagery/19_373955_215066.png,data/processed/masks/19_373955_215066.png
19_373983_215049,Sector 7-8,data/raw/imagery/19_373983_215049.png,data/processed/masks/19_373983_215049.png
19_373971_215066,Sector 22,data/raw/imagery/19_373971_215066.png,data/processed/masks/19_373971_215066.png
19_373957_215084,Sector 22,data/raw/imagery/19_373957_215084.png,data/processed/masks/19_373957_215084.png
19_373921_215008,General,data/raw/imagery/19_373921_215008.png,data/processed/masks/19_373921_215008.png
19_373966_215083,Sector 22,data/raw/imagery/19_373966_215083.png,data/processed/masks/19_373966_215083.png
19_373963_215016,General,data/raw/imagery/19_373963_215016.png,data/processed/masks/19_373963_215016.png
19_373965_215069,Sector 22,data/raw/imagery/19_373965_215069.png,data/processed/masks/19_373965_215069.png
19_373984_215051,Sector 7-8,data/raw/imagery/19_373984_215051.png,data/processed/masks/19_373984_215051.png
19_373967_215084,Sector 22,data/raw/imagery/19_373967_215084.png,data/processed/masks/19_373967_215084.png
19_373979_215159,General,data/raw/imagery/19_373979_215159.png,data/processed/masks/19_373979_215159.png
19_373968_215074,Sector 22,data/raw/imagery/19_373968_215074.png,data/processed/masks/19_373968_215074.png
19_373948_215071,Sector 22,data/raw/imagery/19_373948_215071.png,data/processed/masks/19_373948_215071.png
19_373949_215082,Sector 22,data/raw/imagery/19_373949_215082.png,data/processed/masks/19_373949_215082.png
19_373986_215050,Sector 7-8,data/raw/imagery/19_373986_215050.png,data/processed/masks/19_373986_215050.png
19_373963_215040,Sector 7-8,data/raw/imagery/19_373963_215040.png,data/processed/masks/19_373963_215040.png
19_373960_215044,Sector 7-8,data/raw/imagery/19_373960_215044.png,data/processed/masks/19_373960_215044.png
19_373956_215062,Sector 22,data/raw/imagery/19_373956_215062.png,data/processed/masks/19_373956_215062.png
19_374076_215107,General,data/raw/imagery/19_374076_215107.png,data/processed/masks/19_374076_215107.png
19_373965_215066,Sector 22,data/raw/imagery/19_373965_215066.png,data/processed/masks/19_373965_215066.png
19_373955_215077,Sector 22,data/raw/imagery/19_373955_215077.png,data/processed/masks/19_373955_215077.png
19_373957_215039,Sector 7-8,data/raw/imagery/19_373957_215039.png,data/processed/masks/19_373957_215039.png
19_373963_215074,Sector 22,data/raw/imagery/19_373963_215074.png,data/processed/masks/19_373963_215074.png
19_373950_215061,Sector 22,data/raw/imagery/19_373950_215061.png,data/processed/masks/19_373950_215061.png
19_373961_215080,Sector 22,data/raw/imagery/19_373961_215080.png,data/processed/masks/19_373961_215080.png
19_373968_215037,Sector 7-8,data/raw/imagery/19_373968_215037.png,data/processed/masks/19_373968_215037.png
19_373953_215074,Sector 22,data/raw/imagery/19_373953_215074.png,data/processed/masks/19_373953_215074.png
19_373972_215067,Sector 22,data/raw/imagery/19_373972_215067.png,data/processed/masks/19_373972_215067.png
19_373976_215033,Sector 7-8,data/raw/imagery/19_373976_215033.png,data/processed/masks/19_373976_215033.png
19_373960_215039,Sector 7-8,data/raw/imagery/19_373960_215039.png,data/processed/masks/19_373960_215039.png
19_373960_215072,Sector 22,data/raw/imagery/19_373960_215072.png,data/processed/masks/19_373960_215072.png
19_373951_215082,Sector 22,data/raw/imagery/19_373951_215082.png,data/processed/masks/19_373951_215082.png
19_373959_215044,Sector 7-8,data/raw/imagery/19_373959_215044.png,data/processed/masks/19_373959_215044.png
19_373970_215076,Sector 22,data/raw/imagery/19_373970_215076.png,data/processed/masks/19_373970_215076.png
19_373953_215077,Sector 22,data/raw/imagery/19_373953_215077.png,data/processed/masks/19_373953_215077.png
19_373976_215080,Sector 22,data/raw/imagery/19_373976_215080.png,data/processed/masks/19_373976_215080.png
19_373983_215045,Sector 7-8,data/raw/imagery/19_373983_215045.png,data/processed/masks/19_373983_215045.png
19_373959_215076,Sector 22,data/raw/imagery/19_373959_215076.png,data/processed/masks/19_373959_215076.png
19_373970_215066,Sector 22,data/raw/imagery/19_373970_215066.png,data/processed/masks/19_373970_215066.png
19_373887_215124,General,data/raw/imagery/19_373887_215124.png,data/processed/masks/19_373887_215124.png
19_373985_215043,Sector 7-8,data/raw/imagery/19_373985_215043.png,data/processed/masks/19_373985_215043.png
19_373966_215081,Sector 22,data/raw/imagery/19_373966_215081.png,data/processed/masks/19_373966_215081.png
19_373964_215030,Sector 7-8,data/raw/imagery/19_373964_215030.png,data/processed/masks/19_373964_215030.png
19_373977_215045,Sector 7-8,data/raw/imagery/19_373977_215045.png,data/processed/masks/19_373977_215045.png
19_373889_215103,General,data/raw/imagery/19_373889_215103.png,data/processed/masks/19_373889_215103.png
19_373958_215069,Sector 22,data/raw/imagery/19_373958_215069.png,data/processed/masks/19_373958_215069.png
19_373953_215066,Sector 22,data/raw/imagery/19_373953_215066.png,data/processed/masks/19_373953_215066.png
19_373970_215029,Sector 7-8,data/raw/imagery/19_373970_215029.png,data/processed/masks/19_373970_215029.png
19_373973_215044,Sector 7-8,data/raw/imagery/19_373973_215044.png,data/processed/masks/19_373973_215044.png
19_373967_215034,Sector 7-8,data/raw/imagery/19_373967_215034.png,data/processed/masks/19_373967_215034.png
19_373970_215037,Sector 7-8,data/raw/imagery/19_373970_215037.png,data/processed/masks/19_373970_215037.png
19_373956_215075,Sector 22,data/raw/imagery/19_373956_215075.png,data/processed/masks/19_373956_215075.png
19_373974_215071,Sector 22,data/raw/imagery/19_373974_215071.png,data/processed/masks/19_373974_215071.png
19_373942_215043,General,data/raw/imagery/19_373942_215043.png,data/processed/masks/19_373942_215043.png
19_373963_215042,Sector 7-8,data/raw/imagery/19_373963_215042.png,data/processed/masks/19_373963_215042.png
19_373959_215080,Sector 22,data/raw/imagery/19_373959_215080.png,data/processed/masks/19_373959_215080.png
19_373974_215070,Sector 22,data/raw/imagery/19_373974_215070.png,data/processed/masks/19_373974_215070.png
19_373962_215060,Sector 22,data/raw/imagery/19_373962_215060.png,data/processed/masks/19_373962_215060.png
19_373960_215084,Sector 22,data/raw/imagery/19_373960_215084.png,data/processed/masks/19_373960_215084.png
19_373960_215061,Sector 22,data/raw/imagery/19_373960_215061.png,data/processed/masks/19_373960_215061.png
19_373978_215044,Sector 7-8,data/raw/imagery/19_373978_215044.png,data/processed/masks/19_373978_215044.png
19_373956_215083,Sector 22,data/raw/imagery/19_373956_215083.png,data/processed/masks/19_373956_215083.png
19_373976_215070,Sector 22,data/raw/imagery/19_373976_215070.png,data/processed/masks/19_373976_215070.png
19_373970_215082,Sector 22,data/raw/imagery/19_373970_215082.png,data/processed/masks/19_373970_215082.png
19_373964_215041,Sector 7-8,data/raw/imagery/19_373964_215041.png,data/processed/masks/19_373964_215041.png
19_373982_215028,Sector 7-8,data/raw/imagery/19_373982_215028.png,data/processed/masks/19_373982_215028.png
19_373971_215081,Sector 22,data/raw/imagery/19_373971_215081.png,data/processed/masks/19_373971_215081.png
19_373909_215105,General,data/raw/imagery/19_373909_215105.png,data/processed/masks/19_373909_215105.png
19_373958_215074,Sector 22,data/raw/imagery/19_373958_215074.png,data/processed/masks/19_373958_215074.png
19_373949_215072,Sector 22,data/raw/imagery/19_373949_215072.png,data/processed/masks/19_373949_215072.png
19_373951_215062,Sector 22,data/raw/imagery/19_373951_215062.png,data/processed/masks/19_373951_215062.png
19_373955_215072,Sector 22,data/raw/imagery/19_373955_215072.png,data/processed/masks/19_373955_215072.png
19_373962_215084,Sector 22,data/raw/imagery/19_373962_215084.png,data/processed/masks/19_373962_215084.png
19_373983_215048,Sector 7-8,data/raw/imagery/19_373983_215048.png,data/processed/masks/19_373983_215048.png
19_373959_215063,Sector 22,data/raw/imagery/19_373959_215063.png,data/processed/masks/19_373959_215063.png
19_373971_215062,Sector 22,data/raw/imagery/19_373971_215062.png,data/processed/masks/19_373971_215062.png
19_373966_215079,Sector 22,data/raw/imagery/19_373966_215079.png,data/processed/masks/19_373966_215079.png
19_373974_215072,Sector 22,data/raw/imagery/19_373974_215072.png,data/processed/masks/19_373974_215072.png
19_374080_215137,General,data/raw/imagery/19_374080_215137.png,data/processed/masks/19_374080_215137.png
19_373954_215076,Sector 22,data/raw/imagery/19_373954_215076.png,data/processed/masks/19_373954_215076.png
19_374070_215117,General,data/raw/imagery/19_374070_215117.png,data/processed/masks/19_374070_215117.png
19_373962_215037,Sector 7-8,data/raw/imagery/19_373962_215037.png,data/processed/masks/19_373962_215037.png
19_373952_215080,Sector 22,data/raw/imagery/19_373952_215080.png,data/processed/masks/19_373952_215080.png
19_373979_215033,Sector 7-8,data/raw/imagery/19_373979_215033.png,data/processed/masks/19_373979_215033.png
19_373979_215035,Sector 7-8,data/raw/imagery/19_373979_215035.png,data/processed/masks/19_373979_215035.png
19_373976_215050,Sector 7-8,data/raw/imagery/19_373976_215050.png,data/processed/masks/19_373976_215050.png
19_373958_215071,Sector 22,data/raw/imagery/19_373958_215071.png,data/processed/masks/19_373958_215071.png
19_373967_215030,Sector 7-8,data/raw/imagery/19_373967_215030.png,data/processed/masks/19_373967_215030.png
19_373976_215081,Sector 22,data/raw/imagery/19_373976_215081.png,data/processed/masks/19_373976_215081.png
19_373977_215046,Sector 7-8,data/raw/imagery/19_373977_215046.png,data/processed/masks/19_373977_215046.png
19_373958_215043,Sector 7-8,data/raw/imagery/19_373958_215043.png,data/processed/masks/19_373958_215043.png
19_373976_215062,Sector 22,data/raw/imagery/19_373976_215062.png,data/processed/masks/19_373976_215062.png
19_373972_215080,Sector 22,data/raw/imagery/19_373972_215080.png,data/processed/masks/19_373972_215080.png
19_373969_215083,Sector 22,data/raw/imagery/19_373969_215083.png,data/processed/masks/19_373969_215083.png
19_373954_215075,Sector 22,data/raw/imagery/19_373954_215075.png,data/processed/masks/19_373954_215075.png
19_373958_215039,Sector 7-8,data/raw/imagery/19_373958_215039.png,data/processed/masks/19_373958_215039.png
19_373965_215082,Sector 22,data/raw/imagery/19_373965_215082.png,data/processed/masks/19_373965_215082.png
19_373968_215068,Sector 22,data/raw/imagery/19_373968_215068.png,data/processed/masks/19_373968_215068.png
19_373986_215049,Sector 7-8,data/raw/imagery/19_373986_215049.png,data/processed/masks/19_373986_215049.png
19_374022_215170,General,data/raw/imagery/19_374022_215170.png,data/processed/masks/19_374022_215170.png
19_373968_215061,Sector 22,data/raw/imagery/19_373968_215061.png,data/processed/masks/19_373968_215061.png
19_373917_215174,General,data/raw/imagery/19_373917_215174.png,data/processed/masks/19_373917_215174.png
19_373974_215069,Sector 22,data/raw/imagery/19_373974_215069.png,data/processed/masks/19_373974_215069.png
